File,Date,speed_rpm,Current,Voltage,means,anomaly_score,is_anomaly,suggestion
MOTOR-DC_2020_12_02_17_42_35_Analogico.hdf5,"02/12/2020 17:42:35,464",9227.627135,2.860135,4.857794,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07463140620302011,False,
MOTOR-DC_2020_12_02_17_42_40_Analogico.hdf5,"02/12/2020 17:42:39,824",9196.734737,2.650078,4.883701,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08551854981568818,False,
MOTOR-DC_2020_12_02_17_42_44_Analogico.hdf5,"02/12/2020 17:42:44,225",9116.039761,2.564145,4.879594,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07517136904097821,False,
MOTOR-DC_2020_12_02_17_42_49_Analogico.hdf5,"02/12/2020 17:42:48,625",9083.033124,2.086742,4.909292,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.029216062835227374,False,
MOTOR-DC_2020_12_02_17_42_53_Analogico.hdf5,"02/12/2020 17:42:53,185",9061.437457,2.322261,4.894127,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.041486159841939485,False,
MOTOR-DC_2020_12_02_17_42_58_Analogico.hdf5,"02/12/2020 17:42:57,632",9037.910344,2.258607,4.900446,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.040681436215464606,False,
MOTOR-DC_2020_12_02_17_43_02_Analogico.hdf5,"02/12/2020 17:43:02,028",8968.180798,2.783751,4.865377,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.05038625737282504,False,
MOTOR-DC_2020_12_02_17_43_07_Analogico.hdf5,"02/12/2020 17:43:06,530",8900.80267,2.942885,4.854635,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.0068821464099260155,False,
MOTOR-DC_2020_12_02_17_43_11_Analogico.hdf5,"02/12/2020 17:43:10,827",8832.095248,2.665991,4.872011,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.03663922976675965,False,
MOTOR-DC_2020_12_02_17_43_15_Analogico.hdf5,"02/12/2020 17:43:15,227",8625.657422,0.005262,5.062204,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.16801152529026964,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_43_20_Analogico.hdf5,"02/12/2020 17:43:19,625",6821.437149,0.609974,4.736791,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.19493194837122918,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_43_24_Analogico.hdf5,"02/12/2020 17:43:24,024",13041.030144,-0.004286,0.002189,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.2795137461296796,True,Inspect power wiring or battery health.
MOTOR-DC_2020_12_02_17_51_24_Analogico.hdf5,"02/12/2020 17:51:24,428",6198.087563,1.26879,2.398872,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.19980538249094293,True,Inspect power wiring or battery health.
MOTOR-DC_2020_12_02_17_51_29_Analogico.hdf5,"02/12/2020 17:51:28,829",7805.269754,1.657079,3.01463,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09304126932280576,False,
MOTOR-DC_2020_12_02_17_51_33_Analogico.hdf5,"02/12/2020 17:51:33,298",7834.452846,1.88305,2.989987,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08433339337551882,False,
MOTOR-DC_2020_12_02_17_51_38_Analogico.hdf5,"02/12/2020 17:51:37,632",7798.453623,1.793934,2.99441,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08361230435087785,False,
MOTOR-DC_2020_12_02_17_51_42_Analogico.hdf5,"02/12/2020 17:51:42,029",7847.266458,1.781203,2.993778,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11979496395590922,False,
MOTOR-DC_2020_12_02_17_51_46_Analogico.hdf5,"02/12/2020 17:51:46,429",7814.441467,1.727098,2.997569,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11168204991021258,False,
MOTOR-DC_2020_12_02_17_51_51_Analogico.hdf5,"02/12/2020 17:51:50,832",8110.146133,1.294252,3.025055,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.015725565807191866,False,
MOTOR-DC_2020_12_02_17_51_55_Analogico.hdf5,"02/12/2020 17:51:55,230",8113.34969,1.532954,2.999149,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.04440506047541065,False,
MOTOR-DC_2020_12_02_17_52_00_Analogico.hdf5,"02/12/2020 17:51:59,694",8082.205431,1.876684,2.986511,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.03101159827268929,False,
MOTOR-DC_2020_12_02_17_52_04_Analogico.hdf5,"02/12/2020 17:52:04,035",8043.305939,1.790752,2.990618,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07529561820245251,False,
MOTOR-DC_2020_12_02_17_52_08_Analogico.hdf5,"02/12/2020 17:52:08,435",8068.377635,1.606156,3.006415,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07151070258762332,False,
MOTOR-DC_2020_12_02_17_52_13_Analogico.hdf5,"02/12/2020 17:52:12,832",8039.467336,1.281521,3.024108,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.054481841070005754,False,
MOTOR-DC_2020_12_02_17_52_17_Analogico.hdf5,"02/12/2020 17:52:17,228",8030.953111,1.669809,2.997885,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09844197897345419,False,
MOTOR-DC_2020_12_02_17_52_22_Analogico.hdf5,"02/12/2020 17:52:21,631",7929.310895,1.6348,2.999781,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.14693867296305602,False,
MOTOR-DC_2020_12_02_17_52_26_Analogico.hdf5,"02/12/2020 17:52:26,034",7921.282351,1.88305,2.984616,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10475530672145011,False,
MOTOR-DC_2020_12_02_17_52_30_Analogico.hdf5,"02/12/2020 17:52:30,434",8030.278656,1.249694,3.026319,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.04573218498209486,False,
MOTOR-DC_2020_12_02_17_52_35_Analogico.hdf5,"02/12/2020 17:52:34,833",7861.918064,1.71755,2.996621,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1393969848639106,False,
MOTOR-DC_2020_12_02_17_52_39_Analogico.hdf5,"02/12/2020 17:52:39,229",8068.910976,1.650713,3.000097,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07919318826951433,False,
MOTOR-DC_2020_12_02_17_52_44_Analogico.hdf5,"02/12/2020 17:52:43,632",8037.863076,1.103291,3.047803,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.007044108760295487,True,Inspect power wiring or battery health.
MOTOR-DC_2020_12_02_17_52_48_Analogico.hdf5,"02/12/2020 17:52:48,030",8003.548368,1.580694,3.007995,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09892979432157045,False,
MOTOR-DC_2020_12_02_17_52_52_Analogico.hdf5,"02/12/2020 17:52:52,434",8016.309809,0.893233,4.742478,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.11715428537486694,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_52_57_Analogico.hdf5,"02/12/2020 17:52:56,828",8000.087717,1.663444,2.997569,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1115172628931766,False,
MOTOR-DC_2020_12_02_17_53_01_Analogico.hdf5,"02/12/2020 17:53:01,229",7854.567918,1.43429,3.016841,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11276821415061278,False,
MOTOR-DC_2020_12_02_17_53_06_Analogico.hdf5,"02/12/2020 17:53:05,629",7853.824129,1.497944,3.008627,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12963422414209463,False,
MOTOR-DC_2020_12_02_17_53_10_Analogico.hdf5,"02/12/2020 17:53:10,028",7853.927356,1.513858,3.007047,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12883082972905802,False,
MOTOR-DC_2020_12_02_17_53_14_Analogico.hdf5,"02/12/2020 17:53:14,428",7862.119881,1.736646,2.995357,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1369202298829545,False,
MOTOR-DC_2020_12_02_17_53_19_Analogico.hdf5,"02/12/2020 17:53:18,829",7865.145029,1.641165,3.000097,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.14861161779269227,False,
MOTOR-DC_2020_12_02_17_53_23_Analogico.hdf5,"02/12/2020 17:53:23,234",7977.861075,1.536136,3.007679,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10426071854041186,False,
MOTOR-DC_2020_12_02_17_53_28_Analogico.hdf5,"02/12/2020 17:53:27,634",7959.389047,1.76529,2.99125,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11995191356025164,False,
MOTOR-DC_2020_12_02_17_53_32_Analogico.hdf5,"02/12/2020 17:53:32,030",7969.275295,1.602973,3.000728,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13206895891951131,False,
MOTOR-DC_2020_12_02_17_53_36_Analogico.hdf5,"02/12/2020 17:53:36,428",7957.102447,1.89578,2.948599,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09670128564532982,False,
MOTOR-DC_2020_12_02_17_53_41_Analogico.hdf5,"02/12/2020 17:53:40,864",7937.848264,1.663444,3.000412,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1414202188849139,False,
MOTOR-DC_2020_12_02_17_53_45_Analogico.hdf5,"02/12/2020 17:53:45,234",7946.859903,1.695271,2.993462,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13498415254001106,False,
MOTOR-DC_2020_12_02_17_53_50_Analogico.hdf5,"02/12/2020 17:53:49,926",7894.30192,1.590242,3.002624,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.15229429590964233,False,
MOTOR-DC_2020_12_02_17_53_54_Analogico.hdf5,"02/12/2020 17:53:54,429",7902.190116,1.612521,2.998833,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.15600841876535748,False,
MOTOR-DC_2020_12_02_17_53_59_Analogico.hdf5,"02/12/2020 17:53:58,833",7888.700282,1.571146,3.001992,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1479764004561735,False,
MOTOR-DC_2020_12_02_17_54_03_Analogico.hdf5,"02/12/2020 17:54:03,236",7885.884692,1.81303,2.983668,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1290823152334915,False,
MOTOR-DC_2020_12_02_17_54_08_Analogico.hdf5,"02/12/2020 17:54:07,628",7873.705566,1.275156,3.024424,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09096978069612022,False,
MOTOR-DC_2020_12_02_17_54_12_Analogico.hdf5,"02/12/2020 17:54:12,034",7908.065349,2.26179,3.669563,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.08681664944460066,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_54_16_Analogico.hdf5,"02/12/2020 17:54:16,436",10838.419806,2.264972,4.853371,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.01968335751064365,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_54_21_Analogico.hdf5,"02/12/2020 17:54:20,836",10377.388329,3.146577,4.814511,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.0045772084187057915,False,
MOTOR-DC_2020_12_02_17_54_25_Analogico.hdf5,"02/12/2020 17:54:25,233",10243.134539,1.860771,4.903289,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.024021260433116365,False,
MOTOR-DC_2020_12_02_17_54_30_Analogico.hdf5,"02/12/2020 17:54:29,634",10051.374869,2.882414,4.828412,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09561495715156326,False,
MOTOR-DC_2020_12_02_17_54_34_Analogico.hdf5,"02/12/2020 17:54:34,035",10258.058849,2.793299,4.820514,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.0876139971263335,False,
MOTOR-DC_2020_12_02_17_54_38_Analogico.hdf5,"02/12/2020 17:54:38,430",10257.513915,2.156761,4.878014,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08619449038683552,False,
MOTOR-DC_2020_12_02_17_54_43_Analogico.hdf5,"02/12/2020 17:54:42,831",10267.575612,2.618251,4.840418,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09620560871794098,False,
MOTOR-DC_2020_12_02_17_54_47_Analogico.hdf5,"02/12/2020 17:54:47,231",10244.894469,3.197501,4.796819,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.022030630308401133,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_54_52_Analogico.hdf5,"02/12/2020 17:54:51,630",10288.511658,3.01927,4.813879,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.04530635448751835,False,
MOTOR-DC_2020_12_02_17_54_56_Analogico.hdf5,"02/12/2020 17:54:56,042",10274.157822,2.595972,4.829992,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09000288240132476,False,
MOTOR-DC_2020_12_02_17_55_00_Analogico.hdf5,"02/12/2020 17:55:00,432",10305.020701,2.777385,4.824305,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08459642922440541,False,
MOTOR-DC_2020_12_02_17_55_05_Analogico.hdf5,"02/12/2020 17:55:04,830",10279.788311,2.109021,4.902025,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.06635713716662683,False,
MOTOR-DC_2020_12_02_17_55_09_Analogico.hdf5,"02/12/2020 17:55:09,231",10251.351534,3.235693,4.795871,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.04212115551183104,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_55_14_Analogico.hdf5,"02/12/2020 17:55:13,630",10246.404231,-0.185699,5.616354,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.21277524958630611,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_55_18_Analogico.hdf5,"02/12/2020 17:55:18,159",10207.881496,2.761472,4.83094,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10593858052323346,False,
MOTOR-DC_2020_12_02_17_55_23_Analogico.hdf5,"02/12/2020 17:55:22,631",10222.928768,2.847405,4.818302,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08967441032642409,False,
MOTOR-DC_2020_12_02_17_55_27_Analogico.hdf5,"02/12/2020 17:55:27,036",10198.956118,2.070828,4.902657,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.06980955388464477,False,
MOTOR-DC_2020_12_02_17_55_31_Analogico.hdf5,"02/12/2020 17:55:31,438",10177.782948,2.140847,4.866325,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.094154831767295,False,
MOTOR-DC_2020_12_02_17_55_36_Analogico.hdf5,"02/12/2020 17:55:35,836",10205.230328,2.322261,4.853687,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10578918828306888,False,
MOTOR-DC_2020_12_02_17_55_40_Analogico.hdf5,"02/12/2020 17:55:40,231",10172.222491,2.681905,4.831256,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11802764146429368,False,
MOTOR-DC_2020_12_02_17_55_45_Analogico.hdf5,"02/12/2020 17:55:44,631",10125.967616,2.293617,4.856531,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11175156782188017,False,
MOTOR-DC_2020_12_02_17_55_49_Analogico.hdf5,"02/12/2020 17:55:49,031",10111.820178,2.720097,4.82778,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1166422824384809,False,
MOTOR-DC_2020_12_02_17_55_53_Analogico.hdf5,"02/12/2020 17:55:53,432",10112.322366,3.130664,4.798083,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.0011913907724349082,False,
MOTOR-DC_2020_12_02_17_55_58_Analogico.hdf5,"02/12/2020 17:55:57,837",10108.247841,2.545049,4.843577,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11927637152757681,False,
MOTOR-DC_2020_12_02_17_56_02_Analogico.hdf5,"02/12/2020 17:56:02,232",10095.606798,3.012905,4.807245,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.056244795682246496,False,
MOTOR-DC_2020_12_02_17_56_07_Analogico.hdf5,"02/12/2020 17:56:06,632",10089.407158,2.487761,4.841682,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11488685286787059,False,
MOTOR-DC_2020_12_02_17_56_11_Analogico.hdf5,"02/12/2020 17:56:11,034",10025.206445,2.382732,4.848,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1181934189278886,False,
MOTOR-DC_2020_12_02_17_56_15_Analogico.hdf5,"02/12/2020 17:56:15,432",10045.377535,2.977895,4.805981,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.06852404687407038,False,
MOTOR-DC_2020_12_02_17_56_20_Analogico.hdf5,"02/12/2020 17:56:19,835",9996.473745,1.940338,4.876119,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07239722915368985,False,
MOTOR-DC_2020_12_02_17_56_24_Analogico.hdf5,"02/12/2020 17:56:24,238",10022.628224,2.067646,4.874223,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09320734542090475,False,
MOTOR-DC_2020_12_02_17_56_29_Analogico.hdf5,"02/12/2020 17:56:28,634",10005.152416,2.538684,4.84105,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12569773372187726,False,
MOTOR-DC_2020_12_02_17_56_33_Analogico.hdf5,"02/12/2020 17:56:33,033",9985.212915,2.876049,4.814827,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09686066076856092,False,
MOTOR-DC_2020_12_02_17_56_37_Analogico.hdf5,"02/12/2020 17:56:37,432",9976.146379,2.755107,4.80914,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.0929454616531209,False,
MOTOR-DC_2020_12_02_17_56_42_Analogico.hdf5,"02/12/2020 17:56:41,833",9932.963941,2.424107,4.844841,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12392699747315489,False,
MOTOR-DC_2020_12_02_17_56_46_Analogico.hdf5,"02/12/2020 17:56:46,235",9939.799331,2.885597,4.814827,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09557270969132553,False,
MOTOR-DC_2020_12_02_17_56_51_Analogico.hdf5,"02/12/2020 17:56:50,668",9985.668808,2.774203,4.825885,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11946982800047051,False,
MOTOR-DC_2020_12_02_17_56_55_Analogico.hdf5,"02/12/2020 17:56:55,034",9962.776934,2.646895,4.833467,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.126243863877112,False,
MOTOR-DC_2020_12_02_17_56_59_Analogico.hdf5,"02/12/2020 17:56:59,433",9892.506208,2.503674,4.839154,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12965514456129357,False,
MOTOR-DC_2020_12_02_17_57_04_Analogico.hdf5,"02/12/2020 17:57:03,839",9885.732048,1.962617,4.880858,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07832074889042484,False,
MOTOR-DC_2020_12_02_17_57_08_Analogico.hdf5,"02/12/2020 17:57:08,236",9902.343206,2.417741,4.844525,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12540675608253282,False,
MOTOR-DC_2020_12_02_17_57_13_Analogico.hdf5,"02/12/2020 17:57:12,724",9903.571532,2.249059,4.858426,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12070177519178532,False,
MOTOR-DC_2020_12_02_17_57_17_Analogico.hdf5,"02/12/2020 17:57:17,034",9838.969153,2.866501,4.903921,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.06825030249796393,False,
MOTOR-DC_2020_12_02_17_57_21_Analogico.hdf5,"02/12/2020 17:57:21,435",9826.738051,2.866501,4.8123,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09251837706480986,False,
MOTOR-DC_2020_12_02_17_57_26_Analogico.hdf5,"02/12/2020 17:57:25,840",9802.933442,2.68827,4.828412,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12963503577576124,False,
MOTOR-DC_2020_12_02_17_57_30_Analogico.hdf5,"02/12/2020 17:57:30,233",9802.553241,2.624616,4.831572,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12951169560967718,False,
MOTOR-DC_2020_12_02_17_57_35_Analogico.hdf5,"02/12/2020 17:57:34,640",9800.885126,2.163126,4.864113,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1152310602584446,False,
MOTOR-DC_2020_12_02_17_57_39_Analogico.hdf5,"02/12/2020 17:57:39,035",9773.139969,1.918059,4.950363,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.02115356792398515,False,
MOTOR-DC_2020_12_02_17_57_43_Analogico.hdf5,"02/12/2020 17:57:43,480",9760.942983,2.334992,4.826833,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10979353502946376,False,
MOTOR-DC_2020_12_02_17_57_48_Analogico.hdf5,"02/12/2020 17:57:47,841",9767.463557,2.790116,4.820514,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11837542207207508,False,
MOTOR-DC_2020_12_02_17_57_52_Analogico.hdf5,"02/12/2020 17:57:52,235",9746.895335,2.872866,4.816407,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10315809464557696,False,
MOTOR-DC_2020_12_02_17_57_57_Analogico.hdf5,"02/12/2020 17:57:56,635",9759.558697,2.159944,4.863797,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11718601841276538,False,
MOTOR-DC_2020_12_02_17_58_01_Analogico.hdf5,"02/12/2020 17:58:01,040",9699.907966,2.239511,4.857478,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.125388323946367,False,
MOTOR-DC_2020_12_02_17_58_05_Analogico.hdf5,"02/12/2020 17:58:05,436",9737.560009,2.634164,4.829992,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13480342650418142,False,
MOTOR-DC_2020_12_02_17_58_10_Analogico.hdf5,"02/12/2020 17:58:09,841",9724.239934,2.051732,4.872011,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10294757730401355,False,
MOTOR-DC_2020_12_02_17_58_14_Analogico.hdf5,"02/12/2020 17:58:14,236",9687.377462,2.506857,4.84105,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1344622379721782,False,
MOTOR-DC_2020_12_02_17_58_19_Analogico.hdf5,"02/12/2020 17:58:18,640",9682.973626,3.051097,4.798083,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.027432006019488586,False,
MOTOR-DC_2020_12_02_17_58_23_Analogico.hdf5,"02/12/2020 17:58:23,041",9714.524035,2.783751,4.824621,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12834355929430602,False,
MOTOR-DC_2020_12_02_17_58_27_Analogico.hdf5,"02/12/2020 17:58:27,438",9736.551645,2.573693,4.833467,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13306016262007997,False,
MOTOR-DC_2020_12_02_17_58_32_Analogico.hdf5,"02/12/2020 17:58:31,843",9683.984101,2.627799,4.831256,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1357613793498102,False,
MOTOR-DC_2020_12_02_17_58_36_Analogico.hdf5,"02/12/2020 17:58:36,248",9726.022521,2.630982,4.871695,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.14114166256196592,False,
MOTOR-DC_2020_12_02_17_58_41_Analogico.hdf5,"02/12/2020 17:58:40,643",9684.0083,2.790116,4.81925,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12055099131221447,False,
MOTOR-DC_2020_12_02_17_58_45_Analogico.hdf5,"02/12/2020 17:58:45,037",9641.854452,2.567328,4.835995,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1318093231327418,False,
MOTOR-DC_2020_12_02_17_58_49_Analogico.hdf5,"02/12/2020 17:58:49,445",9688.312891,2.121751,4.86127,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11242889690562102,False,
MOTOR-DC_2020_12_02_17_58_54_Analogico.hdf5,"02/12/2020 17:58:53,969",9659.259259,2.35727,4.852423,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12765296081884242,False,
MOTOR-DC_2020_12_02_17_58_58_Analogico.hdf5,"02/12/2020 17:58:58,438",9687.761142,2.694636,4.825569,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.129494151822092,False,
MOTOR-DC_2020_12_02_17_59_03_Analogico.hdf5,"02/12/2020 17:59:02,842",9641.269963,2.354088,4.844841,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12194804497938738,False,
MOTOR-DC_2020_12_02_17_59_07_Analogico.hdf5,"02/12/2020 17:59:07,243",9635.337452,2.551414,4.845473,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1366392526281373,False,
MOTOR-DC_2020_12_02_17_59_12_Analogico.hdf5,"02/12/2020 17:59:11,640",9665.418049,2.446386,4.842629,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12899316631786978,False,
